"filer_name","election_year","jurisdiction","office","position","party","contributions_amount","expenditures_amount","debts_amount","independent_expenditures_for_amount","independent_expenditures_against_amount","jurisdiction_type","candidacy_id","jurisdiction_code","declared","withdrew","discontinued"
"Dane A. Looker","2012","LEG DISTRICT 25 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","0","0","0","0","0","Legislative","10799","4827",,,
"Dane A. Looker","2011","PUYALLUP SD 003","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","12042","3989",,,
"DANEKAS KIRK D (KIRK DANEKAS)","2009","ADAMS CO HOSP DIST 2","HOSPITAL COMMISSIONER",,,"0","0","0","0","0","Local","19898","4618",,,
"DANEKAS LAURA JEAN","2014","ADAMS CO","COUNTY TREASURER",,"REPUBLICAN","0","0","0","0","0","Local","8101","3002",,,
"DANEKAS LAURA JEAN","2010","ADAMS CO","COUNTY TREASURER",,"REPUBLICAN","0","0","0","0","0","Local","13873","3002",,,
"Dan Erin","2019","King County Public Hospital District No. 5","HOSPITAL COMMISSIONER","4",,"0","0","0","0","0","Local","25412","5230",,,
"Dan Fuller","2019","STEVENSON-CARSON SD 303","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","18834","4201","2019-05-15T00:00:00.000",,
"Dan Garner","2025","SPOKANE FIRE PROT DIST 04","FIRE COMMISSIONER","1",,"0","0","0","2277.98","0","Local","3323447","4160","2025-05-05T00:00:00.000",,
"D'ANGELO KIMBERLY J (KIMBERLY D'ANGELO)","2013","NORTHSHORE SD 417 *","SCHOOL DIRECTOR",,"NONE","7925.00","10282.45","0.0","0","0","Local","8584","3788",,,
"Dan Glowitz","2025","CITY OF MERCER ISLAND","CITY COUNCIL MEMBER","4",,"0","0","0","0","0","Local","689640","3727",,,
"Dan Glowitz","2025","MERCER ISLAND SD 400","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","689641","3728",,,
"Dan Glowitz","2021","MERCER ISLAND SD 400","SCHOOL DIRECTOR","2",,"5750.51","8879.11","0.0","0","19.00","Local","123067","3728","2021-05-17T00:00:00.000",,
"Dan Griswold","2023","WOLLOCHET HARBOR SEWER DIST","WATER & SEWER COMMISSIONER","2",,"0","0","0","0","0","Local","2079244","4919","2023-05-15T00:00:00.000",,
"Dan Hacker","2025","LAKE SPOKANE PARK & REC DIST","PARK & RECREATION COMMISSIONER","5",,"0","0","0","0","0","Local","3335465","5132","2025-05-08T00:00:00.000",,
"Dan Hall","2025","STEPTOE SD 304","SCHOOL DIRECTOR","3",,"0","0","0","0","0","Local","3323871","4185","2025-05-05T00:00:00.000",,
"Dan Harder","2021","SEATTLE SCHOOL DIST 001","SCHOOL DIRECTOR","5",,"5351.90","5417.47","0.0","0","0","Local","249627","4710","2021-05-19T00:00:00.000",,
"Dan Harder (DAN HARDER)","2018","LEG DISTRICT 43 - SENATE","STATE SENATOR",,"REPUBLICAN","3694.56","3193.82","0.0","0","0","Legislative","298","4772",,,
"Dan Harder (DAN HARDER)","2018","LEG DISTRICT 43 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","0","0","0","0","0","Legislative","1960","4864",,,
"Dan Hignite","2019","CITY OF NORMANDY PARK","CITY COUNCIL MEMBER",,,"0","0","0","0","0","Local","23770","3778","2019-05-20T00:00:00.000",,
"Dan Hillman","2019","CITY OF CHENEY","CITY COUNCIL MEMBER",,,"0","0","0","0","0","Local","24494","3126","2019-05-16T00:00:00.000",,
"Dan Hilton","2019","CITY OF CHENEY","CITY COUNCIL MEMBER","7",,"0","0","0","0","0","Local","24493","3126","2019-05-13T00:00:00.000",,
"Daniale Harbick","2023","CURLEW SD 050 *","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","2078592","3217","2023-05-18T00:00:00.000",,
"Danial G. Woodford (DANIAL WOODFORD)","2015","SKYKOMISH SD 404","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","22681","4105",,,
"Danial G. Woodford (DANIAL WOODFORD)","2013","SKYKOMISH SD 404","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","22680","4105",,,
"Danica Garcia","2021","RICHLAND SD 400","SCHOOL DIRECTOR","1",,"24772.29","24714.44","0.0","0","0","Local","93745","4011","2021-05-17T00:00:00.000",,
"Danica Noble","2026","LEG DISTRICT 32 - HOUSE","STATE REPRESENTATIVE","1","DEMOCRATIC","97008.53","23958.05","0.0","0","0","Legislative","3391125","4841","2026-05-06T00:00:00.000",,
"Daniel Aaron Blue (Daniel A Blue)","2026","SKAGIT CO","COUNTY PROSECUTOR",,"DEMOCRATIC","247.73","189.37","0.0","0","0","Local","3391086","4064",,,
"Daniel A Bivens","2021","THURSTON FIRE PROT DIST 08","FIRE COMMISSIONER","5",,"0","0","0","0","0","Local","93417","4239","2021-05-17T00:00:00.000",,
"Daniel A. Bronoske","2022","LEG DISTRICT 28 - HOUSE","STATE REPRESENTATIVE","2","DEMOCRATIC","260670.26","195422.11","0.0","32557.64","127050.51","Legislative","93105","4833","2022-05-16T00:00:00.000",,
"Daniel A. Bronoske","2020","LEG DISTRICT 28 - HOUSE","STATE REPRESENTATIVE","2","DEMOCRATIC","309808.54","291330.36","0.0","59819.58","0","Legislative","25835","4833",,,
"Daniel A. Bronoske (Dan Bronoske)","2026","LEG DISTRICT 28 - HOUSE","STATE REPRESENTATIVE","2","DEMOCRATIC","55411.01","4817.29","0.0","0","0","Legislative","3321421","4833","2026-05-04T00:00:00.000",,
"Daniel A. Bronoske (Dan Bronoske)","2024","LEG DISTRICT 28 - HOUSE","STATE REPRESENTATIVE","2","DEMOCRATIC","200911.08","234637.41","0.0","120.40","0","Legislative","689025","4833","2024-05-06T00:00:00.000",,
"Daniel Allen","2025","CITY OF BRIER","CITY COUNCIL MEMBER","7",,"0","0","0","0","0","Local","3322937","3078","2025-05-05T00:00:00.000",,
"Daniel Allen","2023","CITY OF BRIER","CITY COUNCIL MEMBER","7",,"0.0","0.00","0.0","0","0","Local","1625453","3078","2023-05-18T00:00:00.000",,
"Daniel Becker","2025","CITY OF MERCER ISLAND","CITY COUNCIL MEMBER","2",,"0","0","0.0","83.96","0","Local","3322044","3727","2025-05-05T00:00:00.000",,
"Daniel Becker","2021","CITY OF MERCER ISLAND","CITY COUNCIL MEMBER","2",,"25197.65","26973.48","0.0","1133.24","137.73","Local","383999","3727","2021-05-20T00:00:00.000",,
"Daniel B. Kieta (Daniel  B. Kieta)","2025","PORT OF BROWNSVILLE 2","PORT COMMISSIONER","3",,"0","0","0","0","0","Local","3368942","3922","2025-08-06T00:00:00.000",,
"Daniel Boyle","2019","YAKIMA FIRE PROT DIST 02","FIRE COMMISSIONER","2",,"0","0","0","0","0","Local","18928","4424","2019-05-17T00:00:00.000",,
"Daniel Boyle (Dan Boyle)","2025","YAKIMA FIRE PROT DIST 02","FIRE COMMISSIONER","2",,"0.0","0.00","0.0","0","0","Local","3368950","4424","2025-08-11T00:00:00.000",,
"Daniel B. Records (DANIEL RECORDS)","2017","CITY OF PULLMAN","CITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","2170","3986",,,
"Daniel B. Records (Dan Records)","2021","CITY OF PULLMAN","CITY COUNCIL MEMBER","2",,"0.0","0.0","0.0","0","0","Local","252511","3986","2021-05-18T00:00:00.000",,
"Daniel Brett Brady (Daniel Brady)","2021","CITY OF MARYSVILLE","CITY COUNCIL MEMBER","1",,"0","0","0","0","0","Local","93534","3697","2021-05-18T00:00:00.000",,
"DANIEL BURTS (Daniel Burts)","2025","GRANT FIRE PROT DIST 07","FIRE COMMISSIONER","1",,"0","0","0","0","0","Local","3368927","3347","2025-07-14T00:00:00.000",,
"DANIEL BURTS (Daniel Burts)","2023","GRANT FIRE PROT DIST 07","FIRE COMMISSIONER","1",,"0","0","0","0","0","Local","909227","3347","2023-05-15T00:00:00.000",,
"Daniel Carusello","2024","LEG DISTRICT 43 - HOUSE","STATE REPRESENTATIVE","2","DEMOCRATIC","49960.35","49960.35","0.0","0","0","Legislative","3311855","4864","2024-05-10T00:00:00.000",,
"Daniel C. Blankenship (Dan Blankenship)","2024","ADAMS CO","COUNTY COMMISSIONER","1","REPUBLICAN","6200.00","4934.96","0.0","0","0","Local","3309459","3002","2024-05-08T00:00:00.000",,
"Daniel C. Blankenship (Dan Blankenship)","2020","ADAMS CO","COUNTY COMMISSIONER","1","REPUBLICAN","11775.00","14437.84","0.0","0","0","Local","25553","3002",,,
"Daniel C Campbell (Dan Campbell)","2021","FERRY CO PARKS & REC 2","PARK & RECREATION COMMISSIONER","1",,"0","0","0","0","0","Local","449714","4007","2021-05-21T00:00:00.000",,
"Daniel C. Garcia","2026","PACIFIC CO","COUNTY SHERIFF",,"REPUBLICAN","10183.00","8931.68","0.0","0","0","Local","3391240","3841","2026-05-04T00:00:00.000",,
"Daniel C. Garcia","2022","PACIFIC CO","COUNTY SHERIFF",,"REPUBLICAN","12771.14","11893.90","0.0","0","0","Local","688921","3841",,,
"DANIEL C HAMMILL ","2019","CITY OF BELLINGHAM","CITY COUNCIL MEMBER",,"NON PARTISAN","5297.97","5379.83","0.0","195.17","0","Local","1849","3046","2019-05-13T00:00:00.000",,
"DANIEL C HAMMILL ","2015","CITY OF BELLINGHAM","CITY COUNCIL MEMBER",,"NON PARTISAN","2048.79","2048.79","0.0","0","0","Local","6640","3046",,,
"DANIEL C HAMMILL  (Daniel Hammill)","2023","CITY OF BELLINGHAM","CITY COUNCIL MEMBER","3",,"24822.75","23763.00","0.0","712.98","0","Local","689097","3046","2023-05-15T00:00:00.000",,
"Daniel Charles Svoboda","2020","LEG DISTRICT 24 - HOUSE","STATE REPRESENTATIVE","1","REPUBLICAN","0","0","0","0","0","Legislative","42401","4825",,,
"Daniel C. Jacobson (Daniel C (Jake) Jacobson)","2023","CITY OF MERCER ISLAND","CITY COUNCIL MEMBER","7",,"16276.87","16276.87","0.0","4838.15","0","Local","689364","3727","2023-05-15T00:00:00.000",,
"Daniel C. Jacobson (Jake Jacobson)","2019","CITY OF MERCER ISLAND","CITY COUNCIL MEMBER","7",,"24904.32","24904.32","0.0","4804.58","0","Local","19057","3727","2019-05-20T00:00:00.000",,
"Daniel Coriell","2025","CITY OF DAVENPORT","CITY COUNCIL MEMBER","1",,"0","0","0","0","0","Local","3335930","3224","2025-05-08T00:00:00.000",,
"Daniel Corkrey","2025","CITY OF DUVALL","CITY COUNCIL MEMBER","3",,"552.95","271.19","0.0","0","0","Local","3321470","3250","2025-05-09T00:00:00.000",,
"Daniel Crawford","2026","GRAYS HARBOR CO","COUNTY PROSECUTOR",,"REPUBLICAN","7170.91","7371.91","600.00","0","0","Local","3356527","3369","2026-05-04T00:00:00.000",,
"Daniel D. Clark (Daniel ""Dan"" Clark)","2025","CLARK REGIONAL WASTEWATER DIST","WATER & SEWER COMMISSIONER","1",,"0","0","0.0","0","0","Local","3321572","4726","2025-05-05T00:00:00.000",,
"Daniel Downs","2021","CITY OF MOUNT VERNON","CITY COUNCIL MEMBER","City Council Member District 1, Position 2",,"0","0","0","0","0","Local","248511","3754","2021-05-21T00:00:00.000",,
"Daniel Edward Johnson","2013","HIGHLINE WATER DIST","WATER & SEWER COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","9579","3517",,,
"Daniel Edward Johnson","2011","Southwest Suburban Sewer District","WATER & SEWER COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","12202","4214",,,
"Daniel Edward Johnson (Dan Johnson)","2025","HIGHLINE WATER DIST","WATER & SEWER COMMISSIONER","2",,"0","0","0","0","0","Local","3323152","3517","2025-05-05T00:00:00.000",,
"Daniel Edward Johnson (Dan Johnson)","2019","HIGHLINE WATER DIST","WATER & SEWER COMMISSIONER",,,"0","0","0","0","0","Local","23331","3517","2019-05-13T00:00:00.000",,
"Daniel E. Meredith","2021","KING FIRE PROT DIST 27","FIRE COMMISSIONER","3",,"0","0","0","0","0","Local","110472","3487","2021-05-17T00:00:00.000",,
"Daniel E. Meredith (DANIEL MEREDITH)","2015","KING FIRE PROT DIST 27","FIRE COMMISSIONER",,,"0","0","0","0","0","Local","21392","3487",,,
"Daniel E. Meredith (DANIEL MEREDITH)","2009","KING FIRE PROT DIST 27","FIRE COMMISSIONER",,,"0","0","0","0","0","Local","21391","3487",,,
"Daniel F Becker (Dan Becker)","2021","CITY OF MEDINA","CITY COUNCIL MEMBER","7",,"0","0","0","0","643.38","Local","248478","3726","2021-05-21T00:00:00.000",,
"Daniel Fitzpatrick","2023","FOUR LAKES WATER DIST 10","WATER & SEWER COMMISSIONER","3",,"0","0","0","0","0","Local","2079283","3305","2023-05-16T00:00:00.000",,
"Daniel F. LeBeau (DANIEL LEBEAU)","2018","WHITMAN CO DISTRICT COURT","DISTRICT COURT JUDGE",,"NON PARTISAN","8193.87","12479.31","0.0","0","0","Judicial","640","4890",,,
"Daniel F. LeBeau (Dan LeBeau)","2026","WHITMAN CO","COUNTY PROSECUTOR",,"REPUBLICAN","3747.23","3747.23","0.0","0","0","Local","3391096","4375","2026-05-04T00:00:00.000",,
"Daniel G Griffey","2022","LEG DISTRICT 35 - HOUSE","STATE REPRESENTATIVE","1","REPUBLICAN","139318.42","126113.58","0.0","0","0","Legislative","93587","4847","2022-05-16T00:00:00.000",,
"Daniel G Griffey","2012","LEG DISTRICT 35 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","96430.19","95020.27","0.0","75038.75","19665.22","Legislative","10905","4847",,,
"Daniel G Griffey","2010","LEG DISTRICT 35 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","46289.42","40685.76","0.0","16402.79","0","Legislative","13712","4847",,,
"Daniel G Griffey","2010","LEG DISTRICT 35 - SENATE","STATE SENATOR",,"REPUBLICAN","2175.00","1137.93","0.0","0","0","Legislative","13708","4764",,,
"Daniel G Griffey (Dan Griffey)","2026","LEG DISTRICT 35 - HOUSE","STATE REPRESENTATIVE","1","REPUBLICAN","27597.30","5843.20","0.0","0","0","Legislative","3340126","4847","2026-05-04T00:00:00.000",,
"Daniel G Griffey (Dan Griffey)","2024","LEG DISTRICT 35 - HOUSE","STATE REPRESENTATIVE","1","REPUBLICAN","101524.00","113696.13","0.0","700.10","0","Legislative","2069116","4847","2024-05-06T00:00:00.000",,
"Daniel G Griffey (Dan Griffey)","2020","LEG DISTRICT 35 - HOUSE","STATE REPRESENTATIVE","1","REPUBLICAN","86857.00","91837.20","0.0","0","0","Legislative","19192","4847",,,
"Daniel G Griffey (DANIEL GRIFFEY)","2018","LEG DISTRICT 35 - HOUSE","STATE REPRESENTATIVE","1","REPUBLICAN","82860.00","91041.73","0.0","225.89","0","Legislative","245","4847",,,
"Daniel G Griffey (DANIEL GRIFFEY)","2016","LEG DISTRICT 35 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","91520.08","57575.90","0.0","6838.40","71283.95","Legislative","4293","4847",,,
"Daniel G Griffey (DANIEL GRIFFEY)","2014","LEG DISTRICT 35 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","171519.02","149959.53","0.0","0","0","Legislative","7229","4847",,,
"DANIEL G GUNKEL","2020","KLICKITAT PUD 1 - ELE","PUBLIC UTILITY COMMISSIONER","1",,"0","0","0","0","0","Local","25913","3600",,,
"DANIEL G GUNKEL","2014","KLICKITAT PUD 1 - ELE","PUBLIC UTILITY COMMISSIONER",,"NON PARTISAN","0.0","0.00","0.0","0","0","Local","8030","3600",,,
"DANIEL G GUNKEL (Dan G. Gunkel)","2026","KLICKITAT PUD 1 - ELE","PUBLIC UTILITY COMMISSIONER","3",,"0","0","0","0","0","Local","3392814","3600","2026-05-06T00:00:00.000",,
"Daniel Hall (Daniel J Hall)","2023","GRANDVIEW SD 116-200 *","SCHOOL DIRECTOR","4",,"0","0","0.0","0","0","Local","689136","3335","2023-05-19T00:00:00.000",,
"Daniel Hall (Daniel Joseph Hall)","2021","GRANDVIEW SD 116-200 *","SCHOOL DIRECTOR","3",,"0","0","0","0","0","Local","239054","3335","2021-05-19T00:00:00.000",,
"DANIELI ANN E (ANN DANIELI)","2016","KING CO DIST CT-WEST","DISTRICT COURT JUDGE",,"NON PARTISAN","0","0","0","0","0","Judicial","4428","5118",,,
"DANIEL JAMES C","2013","KLICKITAT PUBL HOSP DIST 1","HOSPITAL COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","9876","3598",,,
"DANIEL JAMES C (Jim Daniel)","2024","State of Washington","GOVERNOR",,"REPUBLICAN","0","0","0","0","0","Statewide","686905","1000","2024-05-06T00:00:00.000",,
"Daniel J Cassidy","2025","TOWN OF SKYKOMISH","CITY COUNCIL MEMBER","3",,"0","0","0","0","0","Local","3328626","4104","2025-05-06T00:00:00.000",,
"Daniel J Cooling (Dan Cooling)","2019","SHELTON SD 309","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","24352","4060","2019-05-17T00:00:00.000",,
"Daniel J Cooling (DANIEL COOLING)","2017","SHELTON SD 309","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","2900","4060",,,
"Daniel J Johnson Sr (Dan Johnson)","2024","WHATCOM PUD 01","PUBLIC UTILITY COMMISSIONER","2",,"0","0","0","0","0","Local","3311638","4356","2024-05-10T00:00:00.000",,
"Daniel J Johnson Sr (Dan Johnson)","2022","LEG DISTRICT 42 - HOUSE","STATE REPRESENTATIVE","2","REPUBLICAN","357923.49","358014.51","0.0","4803.52","127934.84","Legislative","567331","4862","2022-05-16T00:00:00.000",,
"Daniel J. Mikota (Daniel Mikota)","2023","NAPAVINE SD 014","SCHOOL DIRECTOR","5",,"0","0","0","0","0","Local","1067879","3769","2023-05-17T00:00:00.000",,
"Daniel J. Mikota (Daniel Mikota)","2019","NAPAVINE SD 014","SCHOOL DIRECTOR","5",,"0","0","0","0","0","Local","24201","3769","2019-05-14T00:00:00.000",,
"Daniel Joseph Dingman (Daniel Dingman)","2023","CITY OF BATTLE GROUND","CITY COUNCIL MEMBER","3",,"0","0","0","133.71","0","Local","884449","3038","2023-05-15T00:00:00.000",,
"Daniel J. Riordan (Danny Riordan)","2026","LEWIS CO","COUNTY SHERIFF",,"REPUBLICAN","5814.35","5085.31","0.0","0","0","Local","3382055","3626","2026-05-04T00:00:00.000",,
"Daniel J Smith (Dan Smith)","2023","LYLE SD 406","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","909234","3680","2023-05-15T00:00:00.000",,
"Daniel J. Weedin","2011","NORTH KITSAP SD 400","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","11244","3781",,,
"Daniel J. Weedin (Dan Weedin)","2025","CITY OF POULSBO","MAYOR",,,"8994.37","8994.37","0.0","0","0","Local","3321293","3979","2025-05-05T00:00:00.000",,
"Daniel Kathren","2014","BENTON CO DIST CT","DISTRICT COURT JUDGE",,"NON PARTISAN","0","0","0","0","0","Judicial","7966","3050",,,
"Daniel Kathren","2010","BENTON CO DIST CT","DISTRICT COURT JUDGE",,"NON PARTISAN","48404.05","40726.45","0.0","0","0","Judicial","13568","3050",,,
"Daniel Kathren (DANIEL KATHREN)","2018","BENTON CO DIST CT","DISTRICT COURT JUDGE","3","NON PARTISAN","0","0","0","0","0","Judicial","385","3050",,,
"Daniel Kathren (Dan Kathren)","2026","BENTON CO DIST CT","DISTRICT COURT JUDGE","3",,"0","0","0","0","0","Judicial","3392257","3050","2026-05-04T00:00:00.000",,
"Daniel Kathren (Dan Kathren)","2022","BENTON CO DIST CT","DISTRICT COURT JUDGE","3",,"0","0","0","0","0","Judicial","601487","3050","2022-05-16T00:00:00.000",,
"Daniel K. Kewish","2017","NORTH MASON REGIONAL FIRE AUTHORITY *","FIRE COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","3872","5192",,,
"Daniel K. Kewish (Daniel Kewish)","2023","NORTH MASON REGIONAL FIRE AUTHORITY *","FIRE COMMISSIONER","3",,"0.0","0.00","0.0","0","0","Local","1033701","5192","2023-05-16T00:00:00.000",,
"DANIEL KNOX, JR (Dan Knox)","2025","PORT OF TACOMA","PORT COMMISSIONER","4",,"9808.58","10406.32","0.0","151.99","0","Local","3322282","3967","2025-05-08T00:00:00.000",,
"Daniel K. Popp","2015","SNOQUALMIE VALLEY SD 410","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","6212","4139",,,
"Daniel K. Popp","2011","SNOQUALMIE VALLEY SD 410","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","11672","4139",,,
"Daniel K. Popp","2009","SNOQUALMIE VALLEY SD 410","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","14622","4139",,,
"Daniel Kukhar","2025","LAKEHAVEN WATER AND SEWER DISTRICT","WATER & SEWER COMMISSIONER","4",,"0.0","0.00","0.0","0","0","Local","3333222","3617","2025-05-09T00:00:00.000",,
"Daniel Kukhar","2023","FEDERAL WAY SD 210","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","1625467","3287","2023-05-18T00:00:00.000",,
"Daniel L Cothren ","2012","WAHKIAKUM CO","COUNTY COMMISSIONER",,"INDEPENDENT","0","0","0","0","0","Local","11001","4286",,,
"Daniel L Cothren  (Dan Cothren)","2024","WAHKIAKUM CO","COUNTY COMMISSIONER","2","INDEPENDENT","0","0","0","0","0","Local","3296716","4286","2024-05-06T00:00:00.000",,
"Daniel L Cothren  (DANIEL COTHREN)","2016","WAHKIAKUM CO","COUNTY COMMISSIONER",,"INDEPENDENT","0","0","0","0","0","Local","4437","4286",,,
"Daniel L Cothren  (Dan L Cothren)","2020","WAHKIAKUM CO","COUNTY COMMISSIONER","2","INDEPENDENT","0","0","0","0","0","Local","34214","4286",,,
"Danielle Baird Russell","2019","SEDRO WOOLLEY SD 101","SCHOOL DIRECTOR","3",,"0","0","0","0","0","Local","19034","4051","2019-05-17T00:00:00.000",,
"Danielle Baird Russell (Dani Baird Russell)","2023","SEDRO WOOLLEY SD 101","SCHOOL DIRECTOR","3",,"0","0","0","0","0","Local","1248621","4051","2023-05-18T00:00:00.000",,
"Danielle Brooks","2025","CARBONADO HISTORICAL SD 19","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","3326029","3092","2025-05-06T00:00:00.000",,
"Danielle Dorman","2025","LACROSSE SD 126 *","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","3324074","3608","2025-05-06T00:00:00.000",,
"Danielle Dorman","2023","LACROSSE SD 126 *","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","2078856","3608","2023-05-17T00:00:00.000",,
"Daniel Lee Fagerlie","2012","FERRY CO PUD 01 - ELE *","PUBLIC UTILITY COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","10953","3297",,,
"Daniel Lee Fagerlie (Dan Fagerlie)","2024","FERRY CO PUD 01 - ELE *","PUBLIC UTILITY COMMISSIONER","2",,"0","0","0","0","0","Local","3296697","3297","2024-05-06T00:00:00.000",,
"Daniel Lee Fagerlie (DANIEL FAGERLIE)","2018","FERRY CO PUD 01 - ELE *","PUBLIC UTILITY COMMISSIONER","2","NON PARTISAN","0","0","0","0","0","Local","552","3297",,,
"Daniel Lee Stahnke","2012","CLARK CO SUPERIOR COURT","SUPERIOR COURT JUDGE",,"NON PARTISAN","0","0","0","0","0","Judicial","10616","3150",,,
"Daniel Lee Stahnke (Daniel L. Stahnke)","2020","CLARK CO SUPERIOR COURT","SUPERIOR COURT JUDGE","1",,"0","0","0","0","0","Judicial","26282","3150",,,
"Daniel Lee Stahnke (DANIEL STAHNKE)","2016","CLARK CO SUPERIOR COURT","SUPERIOR COURT JUDGE",,"NON PARTISAN","0","0","0","0","0","Judicial","4141","3150",,,
"Danielle Garbe Reser","2022","WALLA WALLA CO","COUNTY COMMISSIONER","3","DEMOCRATIC","78020.00","78020.00","0.0","785.17","0","Local","688930","4302","2022-09-13T00:00:00.000",,
"Danielle Garbe Reser","2020","LEG DISTRICT 16 - SENATE","STATE SENATOR",,"DEMOCRATIC","462089.58","462114.58","0.0","369.62","63523.42","Legislative","25652","4745",,,
"Danielle Gray","2025","MT BAKER SD 507","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","3325618","3752","2025-05-06T00:00:00.000",,
"Danielle Gray","2023","MT BAKER SD 507","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","746571","3752","2023-05-15T00:00:00.000",,
"Danielle Groeneweg","2021","LYNDEN SD 504","SCHOOL DIRECTOR","4",,"0","0","0","0","0","Local","197439","3683","2021-05-18T00:00:00.000",,
"Danielle Jean Santman (Danielle Santman)","2023","FREEMAN SD 358","SCHOOL DIRECTOR","3",,"0","0","0","0","0","Local","728813","3317","2023-05-15T00:00:00.000",,
"Danielle LaBar","2023","CITY OF CHENEY","CITY COUNCIL MEMBER","7",,"0.0","0.00","0.0","0","0","Local","2020637","3126","2023-05-15T00:00:00.000",,
